SerialNo,QRText,QRValue
0004567,A1892755579,9159326040579269
0004568,A2061448874,6765793455452427
0004569,A1806104131,9908119951950167
0004570,A1108744195,1644854220545072
0004571,A1240118853,9619321536311417
0004572,A1316590750,2674092235715106
0004573,A1482411847,6979541554072751
0004574,A1671110093,4655675219918103
0004575,A1709094245,4716164749091442
0004576,A1528424945,7090880157439471
0004577,A1835647776,2708523174352809
0004578,A1635692107,2988224593701832
0004579,A1244165288,3318384548716640
0004580,A1910879987,4828704919766688
0004581,A1337323199,4524641085229951
0004582,A1171531137,8712324172372546
0004583,A1673344800,4604678814478760
0004584,A1189722966,9651325545532949
0004585,A1713204878,2738420755036508
0004586,A1263426107,3763605030496286
0004587,A1081101399,3177906938172397
0004588,A2077496014,4298714189363309
0004589,A1461444764,6897420376310969
0004590,A1415766270,1568050993557076
0004591,A1981716444,6639417631508365
0004592,A1437396078,3617973711310341
0004593,A1314769453,5216241260038405
0004594,A1850653801,8863357434862012
0004595,A1547741268,6066149030571975
0004596,A1367447987,9392047912498038
0004597,A1492975870,9848932595547793
0004598,A1232306205,7508160026507979
0004599,A1912814193,4194640212259269
0004600,A2094784073,7726135128149037
0004601,A2097269466,3020252540366279
0004602,A1139249484,3788197840119079
0004603,A1178810895,3163237091204469
0004604,A1557500687,9597301285473637
0004605,A1770826991,3964208843145494
0004606,A1042206806,5154998382325649
0004607,A1749578837,1737240175053723
0004608,A1813603279,9394425717191183
0004609,A2122102360,6877811091312574
0004610,A1063754012,6271177294233333
0004611,A2135384989,3882151074901060
0004612,A1406583657,8065731868431048
0004613,A2077305243,4203902732779511
0004614,A2025759812,2479527672288108
0004615,A1143990947,9493915612516312
0004616,A1128443665,5776247345439511
0004617,A1935358351,7828390490396418
0004618,A1254150018,3707530669888950
0004619,A1549457412,3224864536258266
0004620,A1295478270,2291240169103867
0004621,A1494775870,1902419768920597
0004622,A2108866177,5467509467151502
0004623,A1134798433,3856851158984768
0004624,A1825097425,1881465119510956
0004625,A1631704261,7833843792577123
0004626,A1035261087,6251936299005099
0004627,A1059603754,8793512521015637
0004628,A1584873222,3163790084427867
0004629,A1048919974,7911745211746204
0004630,A1063903492,8879405458408673
0004631,A1410197132,7132063529126626
0004632,A1684354709,5164639215771078
0004633,A1042935159,2432243250264062
0004634,A1450894899,9950157829193961
0004635,A1974784078,1864803869469252
0004636,A1903776770,7038747958736867
0004637,A1858213557,5032969769729282
0004638,A1347472912,2850022534977275
0004639,A1613116199,9293343987386295
0004640,A1949768771,9313421975557641
0004641,A1706407484,1556046649774455
0004642,A1007345117,4254166247494014
0004643,A2024885596,9587049336692045
0004644,A1979263123,9939810248196929
0004645,A1621439379,6931006088433545
0004646,A2043211498,6941831922989861
0004647,A1190719614,3295145218729972
0004648,A1548361224,3770028348464356
0004649,A2003147937,1491961652820410
0004650,A2072888937,1558741358712952
0004651,A1234402633,2887478131188212
0004652,A1824995110,7995951093941111
0004653,A1885086084,8587864676106375
0004654,A1280180292,9050113274516985
0004655,A1281067484,9050578050931594
0004656,A1274533588,7851212659190163
0004657,A1465925906,6626655433515119
0004658,A1821042840,6953411470182766
0004659,A1724542454,2239596177860182
0004660,A1016703521,2189670437622046
0004661,A2079573072,9623497790283079
0004662,A1866721079,6842126280523321
0004663,A1216858053,8403461689350548
0004664,A2077263172,2240216983539672
0004665,A1470257748,9298337542450319
0004666,A1436209362,3096451347194502
0004667,A2116026817,6714703736407488
0004668,A2066270445,5760562149320858
0004669,A1321267792,5398834759340665
0004670,A1650310156,1787875167563549
0004671,A1205028931,7810940673981941
0004672,A1490668208,3730163394266153
0004673,A1946468810,5406572932084517
0004674,A1770194504,1452363594477509
0004675,A1762944218,5205129553864384
0004676,A1509679673,3751294876550738
0004677,A1353583674,3261468291431447
0004678,A1390981858,1377733654749666
0004679,A1015485384,1104335848629355
0004680,A1522260880,5278125924432915
0004681,A1270075014,6600327176155864
0004682,A1277780287,7841150244292762
0004683,A1121859341,9839915565681742
0004684,A1486841161,5997908076898782
0004685,A1192649556,3712448962623401
0004686,A1407101424,3379063115554326
0004687,A2089554519,8522238626475399
0004688,A1928058337,3327299685264068
0004689,A1843172280,8541524774332069
0004690,A1245208011,4726977136258275
0004691,A1581860888,4327168311284470
0004692,A1097556543,4922561648520363
0004693,A1233597648,4805261473639791
0004694,A1122036437,4041771439113791
0004695,A1138577732,8954828272635601
0004696,A1185288831,2555569676652845
0004697,A2047094956,6928457877252726
0004698,A1421700623,5550574667558872
0004699,A2121442346,4839272842730274
0004700,A2031355697,5565489792996253
0004701,A1764487932,9032545561129384
0004702,A1375143862,9254736526707396
0004703,A1836570572,1745838187898871
0004704,A1179811176,2360833385738015
0004705,A1406904511,8588485154804671
0004706,A1986346443,7192092943724713
0004707,A1161010669,6159943669859551
0004708,A2117894174,3710600977985192
0004709,A1624811839,2256176887765936
0004710,A1429995240,1969408610832887
0004711,A1073822576,3742984992397716
0004712,A1900692264,4961092850092257
0004713,A1866788835,8144552897000916
0004714,A1585576272,4891835018097314
0004715,A2004098860,7802322555676245
0004716,A2039297750,1116049569620893
0004717,A1162613737,2059590876471798
0004718,A2134804739,7826332794055459
0004719,A1294988752,7228146763219446
0004720,A1932575147,8041791779985596
0004721,A1368998345,4188871597764294
0004722,A1982577304,1831294986178482
0004723,A2062573666,6127099646273922
0004724,A1060082429,1937720090475399
0004725,A1468221727,6670026122681085
0004726,A1659959126,1892524959082782
0004727,A1284435031,6749083721401272
0004728,A1231345997,3097139699098177
0004729,A1310599448,1678452659166521
0004730,A2126347719,5750683477329460
0004731,A1980114374,9484021411027610
0004732,A1216942234,2698674517029635
0004733,A1131744120,1168798969710276
0004734,A1758585654,9817441049889498
0004735,A1297669641,1804178511218707
0004736,A1968940276,6228176521563065
0004737,A1910010307,7137446463356217
0004738,A1052741706,6083524222927080
0004739,A1746939499,2079641620917318
0004740,A2130476876,6270489611528423
0004741,A1344397607,9499804113764162
0004742,A1751531184,2783960324536985
0004743,A2012944887,2970847649713515
0004744,A1072054969,5142921717237260
0004745,A2011985036,6281118569316425
0004746,A1784263935,9479807022929611
0004747,A2120447291,4836468854502760
0004748,A1479437232,2696788186132369
0004749,A1178156301,8273614644004972
0004750,A1995767562,5843099416190329
0004751,A2097916392,2166690248983092
0004752,A1741808062,4248579913176369
0004753,A1460591482,6440250890202181
0004754,A1977678023,9654860742573288
0004755,A1788570514,7572292329945246
0004756,A1588008335,2476415698024056
0004757,A1556027926,9707255025998344
0004758,A2121827280,1078664524340207
0004759,A1599568646,8940850478030159
0004760,A1224802144,5497121945103455
0004761,A1899270347,1134726071277481
0004762,A1427414537,1953913339762315
0004763,A1742730055,3119065230325385
0004764,A1715775517,3538643640395562
0004765,A1289770590,2119774951816080
0004766,A1152098597,7575390651244957
0004767,A1716375618,6785428367971990
0004768,A1458750128,4448987461358442
0004769,A2022433233,9812460820880257
0004770,A1314192311,2115619153077293
0004771,A1320609600,2849354419431288
0004772,A1575000569,1614970995201347
0004773,A1781510409,3832636266183789
0004774,A2022317797,8786478993573503
0004775,A1863145760,8747059771686114
0004776,A1963921741,7526027789588895
0004777,A1797171253,4509618923654598
0004778,A1341506462,6144466787116934
0004779,A1855913978,4455109766857385
0004780,A1126465939,5333120121414524
0004781,A1240742811,4361128220034461
0004782,A1857400951,4099384616892891
0004783,A1267290675,7762870115048039
0004784,A1594329365,5063366347427543
0004785,A1957016252,7600419279989493
0004786,A1821069007,6828224257019275
0004787,A2015807707,1458920132864331
0004788,A1271460986,6211875876060000
0004789,A1375134017,9836100667048875
0004790,A1284503952,7796726171598610
0004791,A1361380374,6137676884995159
0004792,A1570800002,7130087154253507
0004793,A1937609431,1045057956476751
0004794,A1698603641,6463850897631574
0004795,A1950382372,2590939494462525
0004796,A1844382913,5172403385440474
0004797,A1090873582,1273297776268853
0004798,A1125434109,3024671048741999
0004799,A2001500689,9759069681492522
0004800,A1433168190,4782539642632839
0004801,A1508003951,9864991899661439
0004802,A1426474135,2827076989256894
0004803,A1668503363,4029190114703320
0004804,A1328129152,9085944367831663
0004805,A1006917088,3487910449950692
0004806,A1321713047,4675050446209364
0004807,A1912854800,6319563956636972
0004808,A1912994105,2518691175234283
0004809,A2087938898,2850585241130058
0004810,A1462221212,6621907173710174
0004811,A1800191143,4956458262625182
0004812,A1176507358,2494920865988588
0004813,A2121603238,5109142797638623
0004814,A1066370849,2379467021432131
0004815,A1901885870,8139145421873533
0004816,A1107572646,1929558595367604
0004817,A2132073034,6331743760840191
0004818,A1449853867,6237698484629755
0004819,A1968933500,6823561383463006
0004820,A1311441809,4811967099764915
0004821,A1613608419,2617922274072829
0004822,A1395156968,6297500151294861
0004823,A1066381683,8669861119929896
0004824,A1943003376,3726262095659076
0004825,A1491769921,7639184349400968
0004826,A1448855320,1087124643795456
0004827,A1680339872,8689256519210267
0004828,A1455964778,4746185312901634
0004829,A1164089950,3747782487187597
0004830,A1866929336,3784804456713594
0004831,A1924687990,7354297712971756
0004832,A2120373817,5707879497615447
0004833,A1476324315,4974400928416452
0004834,A1772367060,1323070932596972
0004835,A1961817083,2482920336054816
0004836,A1703549186,9671241885985139
0004837,A1449160631,5079102667364366
0004838,A1505754058,7106640561227104
0004839,A2027057128,2236438378717368
0004840,A1779921619,2812316135497177
0004841,A1689857776,3721105358850567
0004842,A1678498180,1143652163719641
0004843,A2054248318,5069703029313049
0004844,A1532757802,9784553761127236
0004845,A1196079519,9278207783661855
0004846,A1976805600,6032474332632649
0004847,A1852284779,5768886840765405
0004848,A1015331119,4276663987057016
0004849,A2011688231,4285803112476572
0004850,A1532236721,1731906044714410
0004851,A1240947070,7618810631620847
0004852,A2057205688,1647140876019655
0004853,A1812755066,3222140623392682
0004854,A1794762159,7249379356015387
0004855,A1722558857,9344326452945487
0004856,A1079522278,3428854578284326
0004857,A1861444637,1394135262039638
0004858,A1587571807,9432437670434292
0004859,A2080314697,6290480494444413
0004860,A1787856546,7386707368578489
0004861,A1653339826,5094266943377970
0004862,A1951119086,3288744231657430
0004863,A1376201095,3245972986310668
0004864,A1097436672,2286689138103336
0004865,A1117807895,1451164285195074
0004866,A1953049134,4453036649323373
0004867,A1434915798,8311209618569486
0004868,A1308446722,7417940213377707
0004869,A1926590135,7281335881863729
0004870,A1652619276,9818750153566602
0004871,A1912571328,1195285258354332
0004872,A1571372817,2109210531551123
0004873,A1161124779,8207345170555822
0004874,A1271418864,7673074011828815
0004875,A2045149243,6992304691074459
0004876,A1305183508,4684475389812733
0004877,A1959286358,1998175428374437
0004878,A1575285058,3768202190754976
0004879,A1637605709,3705082476763265
0004880,A1382497901,1192386660074083
0004881,A1507362454,7831983234272226
0004882,A1417480899,3606695820914038
0004883,A1889287130,6442577393419535
0004884,A1683950624,7211259862456914
0004885,A1876773780,2282347116381355
0004886,A1085942329,4221858614256355
0004887,A1156864166,5873846835968605
0004888,A2046135281,7594733688205746
0004889,A1321195527,3645420174270830
0004890,A1734381312,9480518884041279
0004891,A1571037051,8263715380149584
0004892,A1133640276,8149435598410906
0004893,A1861334222,5922959043856087
0004894,A1894532627,5418729782418978
0004895,A2101497580,3159526647869155
0004896,A1712938256,7635348824858549
0004897,A1948250166,5326833294832237
0004898,A1796951747,2769701553185396
0004899,A1307340468,5774270412372496
0004900,A1459841058,1755190199612755
0004901,A1467194241,2214964869620583
0004902,A1119571059,1885609289475443
0004903,A1921905318,6828581041329114
0004904,A1101621758,3918408282988994
0004905,A1770092438,4214282514551170
0004906,A1555249812,9565779654352069
0004907,A1514284220,6927464160100712
0004908,A1629997605,8322573251536856
0004909,A2009900895,8228094764940138
0004910,A1343788496,8637626033751650
0004911,A2096974111,4149010851677689
0004912,A1436596253,4351721342037648
0004913,A1163177217,8701494122739174
0004914,A1617011024,8361019218067677
0004915,A1937486937,7640317324084249
0004916,A1150999198,1210664285554189
0004917,A1492579367,8055585262084907
0004918,A1612251714,9572988648277258
0004919,A1503771375,8723092538923915
0004920,A1230564241,3016921336575144
0004921,A1312820687,5534314181909549
0004922,A1096611285,2193203697693973
0004923,A1399213456,3615693698625610
0004924,A1797036044,4075122918642854
0004925,A1403058671,9194287985664448
0004926,A1535913571,7588284516822558
0004927,A1350015749,7736579880174304
0004928,A1884658240,8832996015820408
0004929,A1786239765,4801798445760221
0004930,A1043354870,9473128656286286
0004931,A1039699532,9471466666845727
0004932,A1971077538,3385840538267050
0004933,A1333511371,7595197064471137
0004934,A1208973036,8053193675949705
0004935,A1980825395,7612070349804622
0004936,A1553878292,2640753113787006
0004937,A1670803768,9747900621348080
0004938,A1281788287,9063111952803414
0004939,A1591602273,5514935667013179
0004940,A1842624546,4591072073914050
0004941,A1662145910,3791087441425648
0004942,A1539818697,6939978746036561
0004943,A1532905762,5544886568084474
0004944,A1604308216,2587490899930873
0004945,A1539972919,2106233196833860
0004946,A1053862871,9245736922209256
0004947,A1714191088,2822468831610453
0004948,A1407652683,5078762097252279
0004949,A1445455781,8101237514083547
0004950,A1179036949,3976318978709048
0004951,A1780975717,6006898540041250
0004952,A2027088214,6445652252621062
0004953,A1440175462,4458925316720915
0004954,A1048042090,1164492770958664
0004955,A1455200784,1521541181604098
0004956,A1145567306,7974993579568788
0004957,A1586103452,5217623962691985
0004958,A1571241886,2007335527686031
0004959,A1539363191,2996053787123253
0004960,A1435704235,1740111888387411
0004961,A1407395134,3775481125685675
